MSA,Year,HPI (Not Seasonally Adjusted)
"Anniston-Oxford, AL",2018,169.2675
"Anniston-Oxford, AL",2019,177.315
"Anniston-Oxford, AL",2020,185.565
"Anniston-Oxford, AL",2021,206.91
"Anniston-Oxford, AL",2022,243.92
"Anniston-Oxford, AL",2023,260.16
"Appleton, WI",1985,68.23666667
"Appleton, WI",1986,70.31
"Appleton, WI",1987,72.6025
"Appleton, WI",1988,74.33
"Appleton, WI",1989,76.86
"Appleton, WI",1990,80.56
"Appleton, WI",1991,83.21
"Appleton, WI",1992,86.6425
"Appleton, WI",1993,90.665
"Appleton, WI",1994,97.06
"Appleton, WI",1995,102.02
"Appleton, WI",1996,105.8275
"Appleton, WI",1997,109.3475
"Appleton, WI",1998,112.905
"Appleton, WI",1999,117.505
"Appleton, WI",2000,123.6075
"Appleton, WI",2001,129.5075
"Appleton, WI",2002,134.7925
"Appleton, WI",2003,139.93
"Appleton, WI",2004,146.7325
"Appleton, WI",2005,153.885
"Appleton, WI",2006,156.925
"Appleton, WI",2007,159.1125
"Appleton, WI",2008,157.765
"Appleton, WI",2009,155.5025
"Appleton, WI",2010,152.555
"Appleton, WI",2011,149.03
"Appleton, WI",2012,150.1625
"Appleton, WI",2013,149.91
"Appleton, WI",2014,151.345
"Appleton, WI",2015,155.75
"Appleton, WI",2016,161.23
"Appleton, WI",2017,170.7325
"Appleton, WI",2018,180.435
"Appleton, WI",2019,190.0675
"Appleton, WI",2020,198.6075
"Appleton, WI",2021,221.7875
"Appleton, WI",2022,257.1725
"Appleton, WI",2023,277.625
Arizona,1975,58.9825
Arizona,1976,61.1825
Arizona,1977,65.87
Arizona,1978,76.7825
Arizona,1979,93.3725
Arizona,1980,103.1575
Arizona,1981,111.5575
Arizona,1982,105.9775
Arizona,1983,116.3175
Arizona,1984,120.9375
Arizona,1985,126.445
Arizona,1986,133.5425
Arizona,1987,135.6675
Arizona,1988,134.645
Arizona,1989,133.3525
Arizona,1990,133.1175
Arizona,1991,135.9725
Arizona,1992,140.06
Arizona,1993,143.5475
Arizona,1994,150.93
Arizona,1995,159.7975
Arizona,1996,167.5425
Arizona,1997,174.1625
Arizona,1998,183.2875
Arizona,1999,191.965
Arizona,2000,203.4925
Arizona,2001,216.9175
Arizona,2002,228.7175
Arizona,2003,241.895
Arizona,2004,272.22
Arizona,2005,353.1675
Arizona,2006,418.815
Arizona,2007,414.6475
Arizona,2008,357.18
Arizona,2009,300.4475
Arizona,2010,263.485
Arizona,2011,234.925
Arizona,2012,244.65
Arizona,2013,277.0075
Arizona,2014,302.215
Arizona,2015,320.795
Arizona,2016,342.4225
Arizona,2017,368.1775
Arizona,2018,397.2175
Arizona,2019,423.6775
Arizona,2020,458.515
Arizona,2021,559.1425
Arizona,2022,679.7975
Arizona,2023,679.28
Arkansas,1975,63.63
Arkansas,1976,69.6625
Arkansas,1977,76.63
Arkansas,1978,84.0975
Arkansas,1979,96.6725
Arkansas,1980,103.9875
Arkansas,1981,106.8625
Arkansas,1982,106.8725
Arkansas,1983,116.2375
Arkansas,1984,119.775
Arkansas,1985,122.0975
Arkansas,1986,126.985
Arkansas,1987,127.625
Arkansas,1988,126.465
Arkansas,1989,127.0175
Arkansas,1990,127.9025
Arkansas,1991,130.91
Arkansas,1992,135.28
Arkansas,1993,141.3825
Arkansas,1994,149.4175
Arkansas,1995,156.5175
Arkansas,1996,161.9825
Arkansas,1997,166.865
Arkansas,1998,173.0325
Arkansas,1999,177.29
Arkansas,2000,181.455
Arkansas,2001,191.1775
Arkansas,2002,197.48
Arkansas,2003,205.6425
Arkansas,2004,217.5125
Arkansas,2005,233.4875
Arkansas,2006,247.7175
Arkansas,2007,255.13
Arkansas,2008,254.2075
Arkansas,2009,251.025
Arkansas,2010,244.8025
Arkansas,2011,240.795
Arkansas,2012,242.005
Arkansas,2013,245.475
Arkansas,2014,248.725
Arkansas,2015,254.83
Arkansas,2016,261.65
Arkansas,2017,270.875
Arkansas,2018,280.85
Arkansas,2019,291.5375
Arkansas,2020,303.7425
Arkansas,2021,342.9825
Arkansas,2022,403.57
Arkansas,2023,429.79
"Asheville, NC",1984,61.455
"Asheville, NC",1985,65.4
"Asheville, NC",1986,68.395
"Asheville, NC",1987,73.605
"Asheville, NC",1988,76.41
"Asheville, NC",1989,78.97
"Asheville, NC",1990,83.6
"Asheville, NC",1991,85.82
"Asheville, NC",1992,89.835
"Asheville, NC",1993,92.765
"Asheville, NC",1994,96.3375
"Asheville, NC",1995,102.0725
"Asheville, NC",1996,107.78
"Asheville, NC",1997,115.8125
"Asheville, NC",1998,123.9825
"Asheville, NC",1999,130.3075
"Asheville, NC",2000,138.325
"Asheville, NC",2001,147.925
"Asheville, NC",2002,156.0025
"Asheville, NC",2003,164.76
"Asheville, NC",2004,175.9775
"Asheville, NC",2005,194.335
"Asheville, NC",2006,215.95
"Asheville, NC",2007,233.905
"Asheville, NC",2008,235.9225
"Asheville, NC",2009,230.2325
"Asheville, NC",2010,218.2425
"Asheville, NC",2011,208.8275
"Asheville, NC",2012,204.48
"Asheville, NC",2013,207.6025
"Asheville, NC",2014,216.27
"Asheville, NC",2015,230.82
"Asheville, NC",2016,247.66
"Asheville, NC",2017,265.845
"Asheville, NC",2018,283.3175
"Asheville, NC",2019,298.32
"Asheville, NC",2020,313.6425
"Asheville, NC",2021,363.1375
"Asheville, NC",2022,441.26
"Asheville, NC",2023,469.76
"Athens-Clarke County, GA",1985,74.87666667
"Athens-Clarke County, GA",1986,76.84
"Athens-Clarke County, GA",1987,79.1625
"Athens-Clarke County, GA",1988,82.4225
"Athens-Clarke County, GA",1989,85.0575
"Athens-Clarke County, GA",1990,86.4025
"Athens-Clarke County, GA",1991,88.795
"Athens-Clarke County, GA",1992,91.1375
"Athens-Clarke County, GA",1993,93.5375
"Athens-Clarke County, GA",1994,97.3925
"Athens-Clarke County, GA",1995,102.6625
"Athens-Clarke County, GA",1996,107.82
"Athens-Clarke County, GA",1997,113.2825
"Athens-Clarke County, GA",1998,118.9625
"Athens-Clarke County, GA",1999,125.9675
"Athens-Clarke County, GA",2000,133.62
"Athens-Clarke County, GA",2001,142.9125
"Athens-Clarke County, GA",2002,150.74
"Athens-Clarke County, GA",2003,156.8175
"Athens-Clarke County, GA",2004,166.305
"Athens-Clarke County, GA",2005,172.835
"Athens-Clarke County, GA",2006,179.615
"Athens-Clarke County, GA",2007,186.115
"Athens-Clarke County, GA",2008,186.2325
"Athens-Clarke County, GA",2009,180.565
"Athens-Clarke County, GA",2010,173.3975
"Athens-Clarke County, GA",2011,159.34
"Athens-Clarke County, GA",2012,154.305
"Athens-Clarke County, GA",2013,156.7925
"Athens-Clarke County, GA",2014,164.9025
"Athens-Clarke County, GA",2015,172.0225
"Athens-Clarke County, GA",2016,183.9875
"Athens-Clarke County, GA",2017,196.21
"Athens-Clarke County, GA",2018,212.8575
"Athens-Clarke County, GA",2019,227.395
"Athens-Clarke County, GA",2020,243.5575
"Athens-Clarke County, GA",2021,282.145
"Athens-Clarke County, GA",2022,344.195
"Athens-Clarke County, GA",2023,364.215
"Atlanta-Sandy Springs-Alpharetta, GA",1975,41.01
"Atlanta-Sandy Springs-Alpharetta, GA",1976,40.7025
"Atlanta-Sandy Springs-Alpharetta, GA",1977,42.4925
"Atlanta-Sandy Springs-Alpharetta, GA",1978,45.6975
"Atlanta-Sandy Springs-Alpharetta, GA",1979,50.855
"Atlanta-Sandy Springs-Alpharetta, GA",1980,56.8425
"Atlanta-Sandy Springs-Alpharetta, GA",1981,61.105
"Atlanta-Sandy Springs-Alpharetta, GA",1982,65.0325
"Atlanta-Sandy Springs-Alpharetta, GA",1983,67.475
"Atlanta-Sandy Springs-Alpharetta, GA",1984,71.485
"Atlanta-Sandy Springs-Alpharetta, GA",1985,75.565
"Atlanta-Sandy Springs-Alpharetta, GA",1986,81.1875
"Atlanta-Sandy Springs-Alpharetta, GA",1987,85.91
"Atlanta-Sandy Springs-Alpharetta, GA",1988,89.3825
"Atlanta-Sandy Springs-Alpharetta, GA",1989,91.145
"Atlanta-Sandy Springs-Alpharetta, GA",1990,91.1675
"Atlanta-Sandy Springs-Alpharetta, GA",1991,91.965
"Atlanta-Sandy Springs-Alpharetta, GA",1992,94.28
"Atlanta-Sandy Springs-Alpharetta, GA",1993,96.7225
"Atlanta-Sandy Springs-Alpharetta, GA",1994,98.695
"Atlanta-Sandy Springs-Alpharetta, GA",1995,102.405
"Atlanta-Sandy Springs-Alpharetta, GA",1996,107.0425
"Atlanta-Sandy Springs-Alpharetta, GA",1997,111.895
"Atlanta-Sandy Springs-Alpharetta, GA",1998,119.07
"Atlanta-Sandy Springs-Alpharetta, GA",1999,126.955
"Atlanta-Sandy Springs-Alpharetta, GA",2000,135.3625
"Atlanta-Sandy Springs-Alpharetta, GA",2001,145.6975
"Atlanta-Sandy Springs-Alpharetta, GA",2002,152.4125
"Atlanta-Sandy Springs-Alpharetta, GA",2003,157.7775
"Atlanta-Sandy Springs-Alpharetta, GA",2004,164.2375
"Atlanta-Sandy Springs-Alpharetta, GA",2005,172.245
"Atlanta-Sandy Springs-Alpharetta, GA",2006,177.795
"Atlanta-Sandy Springs-Alpharetta, GA",2007,181.405
"Atlanta-Sandy Springs-Alpharetta, GA",2008,174.9125
"Atlanta-Sandy Springs-Alpharetta, GA",2009,164.4725
"Atlanta-Sandy Springs-Alpharetta, GA",2010,151.7375
"Atlanta-Sandy Springs-Alpharetta, GA",2011,140.065
"Atlanta-Sandy Springs-Alpharetta, GA",2012,134.16
"Atlanta-Sandy Springs-Alpharetta, GA",2013,142.25
"Atlanta-Sandy Springs-Alpharetta, GA",2014,155.83
"Atlanta-Sandy Springs-Alpharetta, GA",2015,168.0275
"Atlanta-Sandy Springs-Alpharetta, GA",2016,180.29
"Atlanta-Sandy Springs-Alpharetta, GA",2017,193.2675
"Atlanta-Sandy Springs-Alpharetta, GA",2018,209.16
"Atlanta-Sandy Springs-Alpharetta, GA",2019,222.1825
"Atlanta-Sandy Springs-Alpharetta, GA",2020,235.3175
"Atlanta-Sandy Springs-Alpharetta, GA",2021,272.5375
"Atlanta-Sandy Springs-Alpharetta, GA",2022,333.3475
"Atlanta-Sandy Springs-Alpharetta, GA",2023,350.27
"Atlantic City-Hammonton, NJ",1982,63.24
"Atlantic City-Hammonton, NJ",1983,63.5325
"Atlantic City-Hammonton, NJ",1984,65.835
"Atlantic City-Hammonton, NJ",1985,69.34
"Atlantic City-Hammonton, NJ",1986,75.815
"Atlantic City-Hammonton, NJ",1987,85.0425
"Atlantic City-Hammonton, NJ",1988,95.3375
"Atlantic City-Hammonton, NJ",1989,104.33
"Atlantic City-Hammonton, NJ",1990,104.84
"Atlantic City-Hammonton, NJ",1991,105.11
"Atlantic City-Hammonton, NJ",1992,106.2425
"Atlantic City-Hammonton, NJ",1993,106.37
"Atlantic City-Hammonton, NJ",1994,103.24
"Atlantic City-Hammonton, NJ",1995,102.375
"Atlantic City-Hammonton, NJ",1996,104.085
"Atlantic City-Hammonton, NJ",1997,106.7825
"Atlantic City-Hammonton, NJ",1998,112.82
"Atlantic City-Hammonton, NJ",1999,115.36
"Atlantic City-Hammonton, NJ",2000,123.52
"Atlantic City-Hammonton, NJ",2001,135.01
"Atlantic City-Hammonton, NJ",2002,148.95
"Atlantic City-Hammonton, NJ",2003,167.825
"Atlantic City-Hammonton, NJ",2004,200.2525
"Atlantic City-Hammonton, NJ",2005,241.3175
"Atlantic City-Hammonton, NJ",2006,270.5925
"Atlantic City-Hammonton, NJ",2007,271.05
"Atlantic City-Hammonton, NJ",2008,253.5775
"Atlantic City-Hammonton, NJ",2009,231.8775
"Atlantic City-Hammonton, NJ",2010,220.5125
"Atlantic City-Hammonton, NJ",2011,208.185
"Atlantic City-Hammonton, NJ",2012,199.19
"Atlantic City-Hammonton, NJ",2013,198.1425
"Atlantic City-Hammonton, NJ",2014,195.9275
"Atlantic City-Hammonton, NJ",2015,193.74
"Atlantic City-Hammonton, NJ",2016,193.1775
"Atlantic City-Hammonton, NJ",2017,189.8
"Atlantic City-Hammonton, NJ",2018,197.2
"Atlantic City-Hammonton, NJ",2019,207.6775
"Atlantic City-Hammonton, NJ",2020,221.865
"Atlantic City-Hammonton, NJ",2021,260.8825
"Atlantic City-Hammonton, NJ",2022,311.815
"Atlantic City-Hammonton, NJ",2023,337.86
"Auburn-Opelika, AL",1987,84.48
"Auburn-Opelika, AL",1988,79.0925
"Auburn-Opelika, AL",1989,81.7225
"Auburn-Opelika, AL",1990,86.4975
"Auburn-Opelika, AL",1991,87.9375
"Auburn-Opelika, AL",1992,91.0775
"Auburn-Opelika, AL",1993,94.605
"Auburn-Opelika, AL",1994,99.0975
"Auburn-Opelika, AL",1995,103.7575
"Auburn-Opelika, AL",1996,107.7
"Auburn-Opelika, AL",1997,112.3925
"Auburn-Opelika, AL",1998,116.61
"Auburn-Opelika, AL",1999,121.56
"Auburn-Opelika, AL",2000,125.375
"Auburn-Opelika, AL",2001,131.33
"Auburn-Opelika, AL",2002,136.5325
"Auburn-Opelika, AL",2003,142.12
"Auburn-Opelika, AL",2004,152.2825
"Auburn-Opelika, AL",2005,166.405
"Auburn-Opelika, AL",2006,179.69
"Auburn-Opelika, AL",2007,189.1175
"Auburn-Opelika, AL",2008,188.5075
"Auburn-Opelika, AL",2009,185.7675
"Auburn-Opelika, AL",2010,175.575
"Auburn-Opelika, AL",2011,168.45
"Auburn-Opelika, AL",2012,166.2625
"Auburn-Opelika, AL",2013,162.81
"Auburn-Opelika, AL",2014,166.1725
"Auburn-Opelika, AL",2015,169.855
"Auburn-Opelika, AL",2016,177.925
"Auburn-Opelika, AL",2017,186.29
"Auburn-Opelika, AL",2018,196.0525
"Auburn-Opelika, AL",2019,205.965
"Auburn-Opelika, AL",2020,215.99
"Auburn-Opelika, AL",2021,240.42
"Auburn-Opelika, AL",2022,277.2525
"Auburn-Opelika, AL",2023,292.2
"Augusta-Richmond County, GA-SC",1979,55.72
"Augusta-Richmond County, GA-SC",1980,63.8725
"Augusta-Richmond County, GA-SC",1981,65.25
"Augusta-Richmond County, GA-SC",1982,68.095
"Augusta-Richmond County, GA-SC",1983,70.3825
"Augusta-Richmond County, GA-SC",1984,74.235
"Augusta-Richmond County, GA-SC",1985,78.2575
"Augusta-Richmond County, GA-SC",1986,83.8975
"Augusta-Richmond County, GA-SC",1987,87.595
"Augusta-Richmond County, GA-SC",1988,87.965
"Augusta-Richmond County, GA-SC",1989,89.95
"Augusta-Richmond County, GA-SC",1990,92.84
"Augusta-Richmond County, GA-SC",1991,95.5675
"Augusta-Richmond County, GA-SC",1992,99.1325
"Augusta-Richmond County, GA-SC",1993,102.5325
"Augusta-Richmond County, GA-SC",1994,103.215
"Augusta-Richmond County, GA-SC",1995,103.0475
"Augusta-Richmond County, GA-SC",1996,105.2275
"Augusta-Richmond County, GA-SC",1997,107.2675
"Augusta-Richmond County, GA-SC",1998,111.8075
"Augusta-Richmond County, GA-SC",1999,114.0275
"Augusta-Richmond County, GA-SC",2000,116.495
"Augusta-Richmond County, GA-SC",2001,122.895
"Augusta-Richmond County, GA-SC",2002,126.8675
"Augusta-Richmond County, GA-SC",2003,131.81
"Augusta-Richmond County, GA-SC",2004,138.86
"Augusta-Richmond County, GA-SC",2005,149.4375
"Augusta-Richmond County, GA-SC",2006,161.785
"Augusta-Richmond County, GA-SC",2007,171.14
"Augusta-Richmond County, GA-SC",2008,173.035
"Augusta-Richmond County, GA-SC",2009,171.1425
"Augusta-Richmond County, GA-SC",2010,165.16
"Augusta-Richmond County, GA-SC",2011,157.02
"Augusta-Richmond County, GA-SC",2012,153.3525
"Augusta-Richmond County, GA-SC",2013,151.49
"Augusta-Richmond County, GA-SC",2014,153.5425
"Augusta-Richmond County, GA-SC",2015,157.0075
"Augusta-Richmond County, GA-SC",2016,162.1875
"Augusta-Richmond County, GA-SC",2017,168.8075
"Augusta-Richmond County, GA-SC",2018,178.06
"Augusta-Richmond County, GA-SC",2019,186.9175
"Augusta-Richmond County, GA-SC",2020,198.39
"Augusta-Richmond County, GA-SC",2021,226.755
"Augusta-Richmond County, GA-SC",2022,269.925
"Augusta-Richmond County, GA-SC",2023,284.215
"Austin-Round Rock-Georgetown, TX",1977,41.03666667
"Austin-Round Rock-Georgetown, TX",1978,47.075
"Austin-Round Rock-Georgetown, TX",1979,55.0275
"Austin-Round Rock-Georgetown, TX",1980,60.9875
"Austin-Round Rock-Georgetown, TX",1981,63.9475
"Austin-Round Rock-Georgetown, TX",1982,67.06
"Austin-Round Rock-Georgetown, TX",1983,77.7675
"Austin-Round Rock-Georgetown, TX",1984,87.48
"Austin-Round Rock-Georgetown, TX",1985,95.8075
"Austin-Round Rock-Georgetown, TX",1986,97.195
"Austin-Round Rock-Georgetown, TX",1987,87.8525
"Austin-Round Rock-Georgetown, TX",1988,79.895
"Austin-Round Rock-Georgetown, TX",1989,73.29
"Austin-Round Rock-Georgetown, TX",1990,72.885
"Austin-Round Rock-Georgetown, TX",1991,77.005
"Austin-Round Rock-Georgetown, TX",1992,83.095
"Austin-Round Rock-Georgetown, TX",1993,91.3625
"Austin-Round Rock-Georgetown, TX",1994,99.37
"Austin-Round Rock-Georgetown, TX",1995,102.8225
"Austin-Round Rock-Georgetown, TX",1996,106.335
"Austin-Round Rock-Georgetown, TX",1997,107.565
"Austin-Round Rock-Georgetown, TX",1998,112.44
"Austin-Round Rock-Georgetown, TX",1999,121.32
"Austin-Round Rock-Georgetown, TX",2000,136.8375
"Austin-Round Rock-Georgetown, TX",2001,149.395
"Austin-Round Rock-Georgetown, TX",2002,151.585
"Austin-Round Rock-Georgetown, TX",2003,152.9325
"Austin-Round Rock-Georgetown, TX",2004,154.22
"Austin-Round Rock-Georgetown, TX",2005,161.71
"Austin-Round Rock-Georgetown, TX",2006,174.5
"Austin-Round Rock-Georgetown, TX",2007,189.9075
"Austin-Round Rock-Georgetown, TX",2008,197.335
"Austin-Round Rock-Georgetown, TX",2009,195.6475
"Austin-Round Rock-Georgetown, TX",2010,193.4625
"Austin-Round Rock-Georgetown, TX",2011,190.985
"Austin-Round Rock-Georgetown, TX",2012,196.67
"Austin-Round Rock-Georgetown, TX",2013,212.5275
"Austin-Round Rock-Georgetown, TX",2014,236.89
"Austin-Round Rock-Georgetown, TX",2015,259.4225
"Austin-Round Rock-Georgetown, TX",2016,282.0125
"Austin-Round Rock-Georgetown, TX",2017,301.7975
"Austin-Round Rock-Georgetown, TX",2018,319.14
"Austin-Round Rock-Georgetown, TX",2019,339.8525
"Austin-Round Rock-Georgetown, TX",2020,363.225
"Austin-Round Rock-Georgetown, TX",2021,455.285
"Austin-Round Rock-Georgetown, TX",2022,552.9125
"Austin-Round Rock-Georgetown, TX",2023,531.085
"Bakersfield, CA",1977,51.41
"Bakersfield, CA",1978,57.59
"Bakersfield, CA",1979,65.4375
"Bakersfield, CA",1980,71.0475
"Bakersfield, CA",1981,76.6175
"Bakersfield, CA",1982,75.615
"Bakersfield, CA",1983,82.28
"Bakersfield, CA",1984,83.2775
"Bakersfield, CA",1985,85.405
"Bakersfield, CA",1986,87.9075
"Bakersfield, CA",1987,88.1075
"Bakersfield, CA",1988,88.875
"Bakersfield, CA",1989,92.52
"Bakersfield, CA",1990,100.215
"Bakersfield, CA",1991,106.155
"Bakersfield, CA",1992,109.285
"Bakersfield, CA",1993,108.6475
"Bakersfield, CA",1994,103.8925
"Bakersfield, CA",1995,101.115
"Bakersfield, CA",1996,100.3425
"Bakersfield, CA",1997,99.43
"Bakersfield, CA",1998,103.63
"Bakersfield, CA",1999,103.985
"Bakersfield, CA",2000,106.4375
"Bakersfield, CA",2001,114.8125
"Bakersfield, CA",2002,125.04
"Bakersfield, CA",2003,142.23
"Bakersfield, CA",2004,180.22
"Bakersfield, CA",2005,238.045
"Bakersfield, CA",2006,276.485
"Bakersfield, CA",2007,263.78
"Bakersfield, CA",2008,198.12
"Bakersfield, CA",2009,160.7
"Bakersfield, CA",2010,148.9625
"Bakersfield, CA",2011,136.72
"Bakersfield, CA",2012,140.56
"Bakersfield, CA",2013,161.1175
"Bakersfield, CA",2014,181.44
"Bakersfield, CA",2015,190.175
"Bakersfield, CA",2016,195.6075
"Bakersfield, CA",2017,203.7175
"Bakersfield, CA",2018,213.4225
"Bakersfield, CA",2019,223.115
"Bakersfield, CA",2020,236.4175
"Bakersfield, CA",2021,274.78
"Bakersfield, CA",2022,323.0225
"Bakersfield, CA",2023,328.335
"Baltimore-Columbia-Towson, MD",1976,34.91333333
"Baltimore-Columbia-Towson, MD",1977,37.3275
"Baltimore-Columbia-Towson, MD",1978,41.85
"Baltimore-Columbia-Towson, MD",1979,46.0625
"Baltimore-Columbia-Towson, MD",1980,49.8925
"Baltimore-Columbia-Towson, MD",1981,54.4275
"Baltimore-Columbia-Towson, MD",1982,51.6975
"Baltimore-Columbia-Towson, MD",1983,56.5425
"Baltimore-Columbia-Towson, MD",1984,59.9525
"Baltimore-Columbia-Towson, MD",1985,63.2725
"Baltimore-Columbia-Towson, MD",1986,68.42
"Baltimore-Columbia-Towson, MD",1987,76.5925
"Baltimore-Columbia-Towson, MD",1988,84.6975
"Baltimore-Columbia-Towson, MD",1989,91.2225
"Baltimore-Columbia-Towson, MD",1990,95.4825
"Baltimore-Columbia-Towson, MD",1991,97.745
"Baltimore-Columbia-Towson, MD",1992,100.205
"Baltimore-Columbia-Towson, MD",1993,101.3775
"Baltimore-Columbia-Towson, MD",1994,101.17
"Baltimore-Columbia-Towson, MD",1995,101.8625
"Baltimore-Columbia-Towson, MD",1996,103.9525
"Baltimore-Columbia-Towson, MD",1997,105.26
"Baltimore-Columbia-Towson, MD",1998,108.6675
"Baltimore-Columbia-Towson, MD",1999,112.0125
"Baltimore-Columbia-Towson, MD",2000,117.755
"Baltimore-Columbia-Towson, MD",2001,126.655
"Baltimore-Columbia-Towson, MD",2002,139.0275
"Baltimore-Columbia-Towson, MD",2003,153.78
"Baltimore-Columbia-Towson, MD",2004,181.2875
"Baltimore-Columbia-Towson, MD",2005,218.9725
"Baltimore-Columbia-Towson, MD",2006,246.3925
"Baltimore-Columbia-Towson, MD",2007,252.9525
"Baltimore-Columbia-Towson, MD",2008,239.935
"Baltimore-Columbia-Towson, MD",2009,220.91
"Baltimore-Columbia-Towson, MD",2010,210.2875
"Baltimore-Columbia-Towson, MD",2011,201.2075
"Baltimore-Columbia-Towson, MD",2012,199.2275
"Baltimore-Columbia-Towson, MD",2013,202.7725
"Baltimore-Columbia-Towson, MD",2014,207.605
"Baltimore-Columbia-Towson, MD",2015,212.1975
"Baltimore-Columbia-Towson, MD",2016,217.4075
"Baltimore-Columbia-Towson, MD",2017,222.195
"Baltimore-Columbia-Towson, MD",2018,227.2625
"Baltimore-Columbia-Towson, MD",2019,233.2025
"Baltimore-Columbia-Towson, MD",2020,242.6125
"Baltimore-Columbia-Towson, MD",2021,267.7225
"Baltimore-Columbia-Towson, MD",2022,297.8525
"Baltimore-Columbia-Towson, MD",2023,309.35
"Bangor, ME",1988,96.92
"Bangor, ME",1989,100.625
"Bangor, ME",1990,101.8325
"Bangor, ME",1991,101.2575
"Bangor, ME",1992,103.5575
"Bangor, ME",1993,104.1375
"Bangor, ME",1994,103.4125
"Bangor, ME",1995,102.3975
"Bangor, ME",1996,106.09
"Bangor, ME",1997,106.84
"Bangor, ME",1998,112.1725
"Bangor, ME",1999,112.615
"Bangor, ME",2000,117.17
"Bangor, ME",2001,126.7875
"Bangor, ME",2002,135.9
"Bangor, ME",2003,146.3525
"Bangor, ME",2004,161.82
"Bangor, ME",2005,179.86
"Bangor, ME",2006,190.445
"Bangor, ME",2007,195.5025
"Bangor, ME",2008,193.86
"Bangor, ME",2009,188.0275
"Bangor, ME",2010,182.465
"Bangor, ME",2011,177.9525
"Bangor, ME",2012,174.51
"Bangor, ME",2013,174.325
"Bangor, ME",2014,176.7025
"Bangor, ME",2015,176.7875
"Bangor, ME",2016,182.0125
"Bangor, ME",2017,185.3625
"Bangor, ME",2018,193.875
"Bangor, ME",2019,202.3525
"Bangor, ME",2020,216.135
"Bangor, ME",2021,250.4375
"Bangor, ME",2022,295.46
"Bangor, ME",2023,322.21
"Barnstable Town, MA",1983,56.53
"Barnstable Town, MA",1984,64.945
"Barnstable Town, MA",1985,78.695
"Barnstable Town, MA",1986,99.0575
"Barnstable Town, MA",1987,114.61
"Barnstable Town, MA",1988,118.575
"Barnstable Town, MA",1989,116.865
"Barnstable Town, MA",1990,111.0875
"Barnstable Town, MA",1991,103.4225
"Barnstable Town, MA",1992,102.295
"Barnstable Town, MA",1993,101.17
"Barnstable Town, MA",1994,99.0275
"Barnstable Town, MA",1995,102.1475
"Barnstable Town, MA",1996,104.8525
"Barnstable Town, MA",1997,109.235
"Barnstable Town, MA",1998,116.48
"Barnstable Town, MA",1999,131.47
"Barnstable Town, MA",2000,155.5525
"Barnstable Town, MA",2001,178.3175
"Barnstable Town, MA",2002,207.4625
"Barnstable Town, MA",2003,234.715
