Year,MSA,"City, State",City,State,CoC Number,CoC Name,Overall Homeless,Population,Rate of Homelessness
2018,"Columbus, OH MSA","Columbus, OH",Columbus,OH,OH-503,Columbus/Franklin County CoC,1807,2104194,0.085876112
2018,"Oklahoma City, OK MSA","Oklahoma City, OK",Oklahoma City,OK,OK-502,Oklahoma City CoC,1183,1393605,0.084887755
2018,"Portland-Vancouver-Hillsboro, OR-WA MSA","Portland, OR",Portland,OR,OR-501,"Portland, Gresham/Multnomah County CoC",4019,2473350,0.162492166
2018,"Portland-Vancouver-Hillsboro, OR-WA MSA","Portland, OR",Portland,OR,OR-506,"Hillsboro, Beaverton/Washington County CoC",522,2473350,0.021104979
2018,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA","Philadelphia, PA",Philadelphia,PA,PA-500,Philadelphia CoC,5788,6091208,0.095022202
2018,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA","Philadelphia, PA",Philadelphia,PA,PA-502,"Upper Darby, Chester, Haverford/Delaware County CoC",414,6091208,0.006796681
2018,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA","Philadelphia, PA",Philadelphia,PA,PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",291,6091208,0.004777377
2018,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA","Philadelphia, PA",Philadelphia,PA,PA-505,Chester County CoC,579,6091208,0.009505504
2018,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA","Philadelphia, PA",Philadelphia,PA,PA-506,Reading/Berks County CoC,562,6091208,0.009226413
2018,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA","Philadelphia, PA",Philadelphia,PA,PA-511,"Bristol, Bensalem/Bucks County CoC",397,6091208,0.006517591
2018,"Pittsburgh, PA MSA","Pittsburgh, PA",Pittsburgh,PA,PA-600,"Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC",783,2322653,0.03371145
2018,"Providence-Warwick, RI-MA MSA","Providence, MA",Providence,MA,RI-500,Rhode Island Statewide CoC,1101,1622379,0.067863304
2018,"Memphis, TN-MS-AR MSA","Memphis, TN",Memphis,TN,TN-501,Memphis/Shelby County CoC,1226,1342497,0.091322364
2018,"Nashville-Davidson--Murfreesboro--Franklin, TN MSA","Nashville, TN",Nashville,TN,TN-504,Nashville-Davidson County CoC,2298,1904726,0.120647274
2018,"San Antonio-New Braunfels, TX MSA","San Antonio, TX",San Antonio,TX,TX-500,San Antonio/Bexar County CoC,3066,2512379,0.122035728
2018,"Austin-Round Rock-Georgetown, TX MSA","Austin, TX",Austin,TX,TX-503,Austin/Travis County CoC,2147,2165497,0.099145831
2018,"Dallas-Fort Worth-Arlington, TX MSA","Dallas, TX",Dallas,TX,TX-600,"Dallas City & County, Irving CoC",4121,7455756,0.055272732
2018,"Dallas-Fort Worth-Arlington, TX MSA","Dallas, TX",Dallas,TX,TX-601,"Fort Worth, Arlington/Tarrant County CoC",2015,7455756,0.027026099
2018,"Houston-The Woodlands-Sugar Land, TX MSA","Houston, TX",Houston,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",4143,6976147,0.059388083
2018,"Salt Lake City, UT MSA","Salt Lake City, UT",Salt Lake City,UT,UT-500,Salt Lake City & County CoC,1804,1218681,0.148028894
2018,"Richmond, VA MSA","Richmond, VA",Richmond,VA,VA-500,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",609,1281053,0.047539017
2018,"Virginia Beach-Norfolk-Newport News, VA-NC MSA","Virginia Beach, VA",Virginia Beach,VA,VA-501,"Norfolk, Chesapeake, Suffolk/Isle of Wight, Southampton Counties CoC",773,1763713,0.043827992
2018,"Virginia Beach-Norfolk-Newport News, VA-NC MSA","Virginia Beach, VA",Virginia Beach,VA,VA-503,Virginia Beach CoC,243,1763713,0.013777752
2018,"Virginia Beach-Norfolk-Newport News, VA-NC MSA","Virginia Beach, VA",Virginia Beach,VA,VA-505,"Newport News, Hampton/Virginia Peninsula CoC",439,1763713,0.024890671
2018,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","Washington, DC",Washington,DC,VA-600,Arlington County CoC,221,6247841,0.003537222
2018,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","Washington, DC",Washington,DC,VA-601,Fairfax County CoC,987,6247841,0.015797457
2018,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","Washington, DC",Washington,DC,VA-602,Loudoun County CoC,134,6247841,0.002144741
2018,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","Washington, DC",Washington,DC,VA-603,Alexandria CoC,226,6247841,0.00361725
2018,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","Washington, DC",Washington,DC,VA-604,Prince William County CoC,374,6247841,0.005986068
2018,"Seattle-Tacoma-Bellevue, WA MSA","Seattle, WA",Seattle,WA,WA-500,Seattle/King County CoC,12112,3935179,0.307787778
2018,"Seattle-Tacoma-Bellevue, WA MSA","Seattle, WA",Seattle,WA,WA-503,"Tacoma, Lakewood/Pierce County CoC",1628,3935179,0.041370418
2018,"Seattle-Tacoma-Bellevue, WA MSA","Seattle, WA",Seattle,WA,WA-504,Everett/Snohomish County CoC,858,3935179,0.021803328
2018,"Portland-Vancouver-Hillsboro, OR-WA MSA","Portland, OR",Portland,OR,WA-508,Vancouver/Clark County CoC,795,2473350,0.032142641
2018,"Milwaukee-Waukesha, WI MSA","Milwaukee, WI",Milwaukee,WI,WI-501,Milwaukee City & County CoC,871,1573995,0.055336898
2017,"Birmingham-Hoover, AL MSA","Birmingham, AL",Birmingham,AL,AL-500,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1092,1085615,0.100588146
2017,"Phoenix-Mesa-Chandler, AZ MSA","Phoenix, AZ",Phoenix,AZ,AZ-502,"Phoenix, Mesa/Maricopa County CoC",5605,4758748,0.117783081
2017,"San Jose-Sunnyvale-Santa Clara, CA MSA","San Jose, CA",San Jose,CA,CA-500,San Jose/Santa Clara City & County CoC,7394,1992674,0.37105919
2017,"San Francisco-Oakland-Berkeley, CA MSA","San Francisco, CA",San Francisco,CA,CA-501,San Francisco CoC,6858,4712421,0.145530291
2017,"San Francisco-Oakland-Berkeley, CA MSA","San Francisco, CA",San Francisco,CA,CA-502,"Oakland, Berkeley/Alameda County CoC",5629,4712421,0.119450278
2017,"Sacramento-Roseville-Folsom, CA MSA","Sacramento, CA",Sacramento,CA,CA-503,Sacramento City & County CoC,3665,2319572,0.158003287
2017,"San Francisco-Oakland-Berkeley, CA MSA","San Francisco, CA",San Francisco,CA,CA-507,Marin County CoC,1117,4712421,0.023703315
2017,"Fresno, CA MSA","Fresno, CA",Fresno,CA,CA-514,Fresno City & County/Madera County CoC,2016,985238,0.204620609
2017,"San Francisco-Oakland-Berkeley, CA MSA","San Francisco, CA",San Francisco,CA,CA-517,Napa City & County CoC,315,4712421,0.006684462
2017,"Los Angeles-Long Beach-Anaheim, CA MSA","Los Angeles, CA",Los Angeles,CA,CA-600,Los Angeles City & County CoC,52442,13278000,0.394954059
2017,"San Diego-Chula Vista-Carlsbad, CA MSA","San Diego, CA",San Diego,CA,CA-601,San Diego City and County CoC,9160,3321237,0.275800854
2017,"Los Angeles-Long Beach-Anaheim, CA MSA","Los Angeles, CA",Los Angeles,CA,CA-602,"Santa Ana, Anaheim/Orange County CoC",4792,13278000,0.036089773
2017,"Los Angeles-Long Beach-Anaheim, CA MSA","Los Angeles, CA",Los Angeles,CA,CA-606,Long Beach CoC,1863,13278000,0.014030728
2017,"Los Angeles-Long Beach-Anaheim, CA MSA","Los Angeles, CA",Los Angeles,CA,CA-607,Pasadena CoC,575,13278000,0.004330471
2017,"Riverside-San Bernardino-Ontario, CA MSA","Riverside, CA",Riverside,CA,CA-608,Riverside City & County CoC,2406,4565909,0.052694874
2017,"Riverside-San Bernardino-Ontario, CA MSA","Riverside, CA",Riverside,CA,CA-609,San Bernardino City & County CoC,1866,4565909,0.040868094
2017,"Los Angeles-Long Beach-Anaheim, CA MSA","Los Angeles, CA",Los Angeles,CA,CA-611,"Oxnard, San Buenaventura/Ventura County CoC",1152,13278000,0.008676005
2017,"Los Angeles-Long Beach-Anaheim, CA MSA","Los Angeles, CA",Los Angeles,CA,CA-612,Glendale CoC,168,13278000,0.001265251
2017,"Los Angeles-Long Beach-Anaheim, CA MSA","Los Angeles, CA",Los Angeles,CA,CA-613,Imperial County CoC,1154,13278000,0.008691068
2017,"Denver-Aurora-Lakewood, CO MSA","Denver, CO",Denver,CO,CO-503,Metropolitan Denver CoC,5506,2891776,0.190402023
2017,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","Washington, DC",Washington,DC,DC-500,District of Columbia CoC,7473,6211341,0.120312184
2017,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA","Philadelphia, PA",Philadelphia,PA,DE-500,Delaware Statewide CoC,994,6078522,0.016352659
2017,"Tampa-St Petersburg-Clearwater, FL MSA","Tampa, FL",Tampa,FL,FL-501,Tampa/Hillsborough County CoC,1549,3106922,0.049856417
2017,"Tampa-St Petersburg-Clearwater, FL MSA","Tampa, FL",Tampa,FL,FL-502,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",2831,3106922,0.09111912
2017,"Orlando-Kissimmee-Sanford, FL MSA","Orlanda, FL",Orlanda,FL,FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",2074,2517777,0.082374253
2017,"Jacksonville, FL MSA","Jacksonville, FL",Jacksonville,FL,FL-510,"Jacksonville-Duval, Clay Counties CoC",1869,1505033,0.124183324
2017,"Miami-Fort Lauderdale-Pompano Beach, FL MSA","Miami, FL",Miami,FL,FL-600,Miami-Dade County CoC,3721,6118155,0.060818989
2017,"Miami-Fort Lauderdale-Pompano Beach, FL MSA","Miami, FL",Miami,FL,FL-601,Ft Lauderdale/Broward County CoC,2450,6118155,0.040044752
2017,"Miami-Fort Lauderdale-Pompano Beach, FL MSA","Miami, FL",Miami,FL,FL-605,West Palm Beach/Palm Beach County CoC,1607,6118155,0.026266088
2017,"Atlanta-Sandy Springs-Alpharetta, GA MSA","Atlanta, GA",Atlanta,GA,GA-500,Atlanta CoC,3572,5872432,0.060826588
2017,"Atlanta-Sandy Springs-Alpharetta, GA MSA","Atlanta, GA",Atlanta,GA,GA-502,Fulton County CoC,293,5872432,0.004989415
2017,"Atlanta-Sandy Springs-Alpharetta, GA MSA","Atlanta, GA",Atlanta,GA,GA-508,DeKalb County CoC,460,5872432,0.007833211
2017,"Chicago-Naperville-Elgin, IL-IN-WI MSA","Chicago, IL",Chicago,IL,IL-502,"Waukegan, North Chicago/Lake County CoC",228,9514113,0.00239644
2017,"Chicago-Naperville-Elgin, IL-IN-WI MSA","Chicago, IL",Chicago,IL,IL-510,Chicago CoC,5657,9514113,0.059459037
2017,"Chicago-Naperville-Elgin, IL-IN-WI MSA","Chicago, IL",Chicago,IL,IL-511,Cook County CoC,780,9514113,0.008198347
2017,"Chicago-Naperville-Elgin, IL-IN-WI MSA","Chicago, IL",Chicago,IL,IL-517,"Aurora, Elgin/Kane County CoC",360,9514113,0.003783852
2017,"Indianapolis-Carmel-Anderson, IN MSA","Indianapolis, IN",Indianapolis,IN,IN-503,Indianapolis CoC,1783,2027584,0.087937171
2017,"Kansas City, MO-KS MSA","Kansas City, KS",Kansas City,KS,KS-505,"Overland Park, Shawnee/Johnson County CoC",130,2127203,0.006111311
2017,"Louisville/Jefferson County, KY-IN MSA","Louisville, KY",Louisville,KY,KY-501,Louisville-Jefferson County CoC,1034,1259553,0.082092615
2017,"Boston-Cambridge-Newton, MA-NH MSA","Boston, MA",Boston,MA,MA-500,Boston CoC,6135,4841772,0.126709808
2017,"Providence-Warwick, RI-MA MSA","Providence, MA",Providence,MA,MA-505,New Bedford CoC,352,1616614,0.021773905
2017,"Boston-Cambridge-Newton, MA-NH MSA","Boston, MA",Boston,MA,MA-509,Cambridge CoC,530,4841772,0.010946406
2017,"Baltimore-Columbia-Towson, MD MSA","Baltimore, MD",Baltimore,MD,MD-501,Baltimore CoC,2669,2798707,0.095365467
2017,"Baltimore-Columbia-Towson, MD MSA","Baltimore, MD",Baltimore,MD,MD-600,Prince George's County CoC,525,2798707,0.018758662
2017,"Detroit-Warren-Dearborn, MI MSA","Detroit, MI",Detroit,MI,MI-501,Detroit CoC,2078,4321593,0.048084121
2017,"Detroit-Warren-Dearborn, MI MSA","Detroit, MI",Detroit,MI,MI-502,"Dearborn, Dearborn Heights, Westland/Wayne County CoC",226,4321593,0.005229553
2017,"Detroit-Warren-Dearborn, MI MSA","Detroit, MI",Detroit,MI,MI-503,"St. Clair Shores, Warren/Macomb County CoC",354,4321593,0.008191424
2017,"Detroit-Warren-Dearborn, MI MSA","Detroit, MI",Detroit,MI,MI-504,"Pontiac, Royal Oak/Oakland County CoC",412,4321593,0.009533522
2017,"Minneapolis-St Paul-Bloomington, MN-WI MSA","Minneapolis, MN",Minneapolis,MN,MN-500,Minneapolis/Hennepin County CoC,3057,3575699,0.085493773
2017,"Minneapolis-St Paul-Bloomington, MN-WI MSA","Minneapolis, MN",Minneapolis,MN,MN-501,Saint Paul/Ramsey County CoC,1438,3575699,0.040215913
2017,"St. Louis, MO-IL MSA","St. Louis, MO",St. Louis,MO,MO-500,St. Louis County CoC,462,2805758,0.016466139
2017,"St. Louis, MO-IL MSA","St. Louis, MO",St. Louis,MO,MO-501,St.Louis City CoC,1336,2805758,0.047616366
2017,"Kansas City, MO-KS MSA","Kansas City, KS",Kansas City,KS,MO-604a,"Kansas City, Independence, Lee’s Summit/Jackson, Wyandotte Counties, MO & KS",1671,2127203,0.078553857
2017,"Raleigh-Cary, NC MSA","Raleigh, NC",Raleigh,NC,NC-502,Durham City & County CoC,354,1334235,0.026532058
2017,"Charlotte-Concord-Gastonia, NC-SC MSA","Charlotte, NC",Charlotte,NC,NC-505,Charlotte/Mecklenberg CoC,1476,2550373,0.057873887
2017,"Raleigh-Cary, NC MSA","Raleigh, NC",Raleigh,NC,NC-507,Raleigh/Wake County CoC,884,1334235,0.066255195
2017,"Charlotte-Concord-Gastonia, NC-SC MSA","Charlotte, NC",Charlotte,NC,NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",249,2550373,0.009763278
2017,"Raleigh-Cary, NC MSA","Raleigh, NC",Raleigh,NC,NC-513,Chapel Hill/Orange County CoC,127,1334235,0.009518563
2017,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA","Philadelphia, PA",Philadelphia,PA,NJ-500,Atlantic City & County CoC,422,6078522,0.006942477
2017,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA","Philadelphia, PA",Philadelphia,PA,NJ-503,"Camden City & County/Gloucester, Cape May, Cumberland Counties CoC",938,6078522,0.015431383
2017,"New York-Newark-Jersey City, NY-NJ-PA MSA","New York, NY",New York,NY,NJ-504,Newark/Essex County CoC,2048,19322607,0.010598984
2017,"New York-Newark-Jersey City, NY-NJ-PA MSA","New York, NY",New York,NY,NJ-506,"Jersey City, Bayonne/Hudson County CoC",822,19322607,0.004254084
2017,"New York-Newark-Jersey City, NY-NJ-PA MSA","New York, NY",New York,NY,NJ-507,New Brunswick/Middlesex County CoC,546,19322607,0.002825706
2017,"New York-Newark-Jersey City, NY-NJ-PA MSA","New York, NY",New York,NY,NJ-508,Monmouth County CoC,299,19322607,0.00154741
2017,"New York-Newark-Jersey City, NY-NJ-PA MSA","New York, NY",New York,NY,NJ-509,Morris County CoC,378,19322607,0.001956258
2017,"New York-Newark-Jersey City, NY-NJ-PA MSA","New York, NY",New York,NY,NJ-510,Lakewood Township/Ocean County CoC,224,19322607,0.001159264
2017,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA","Philadelphia, PA",Philadelphia,PA,NJ-512,Salem County CoC,16,6078522,0.000263222
2017,"New York-Newark-Jersey City, NY-NJ-PA MSA","New York, NY",New York,NY,NJ-513,Somerset County CoC,244,19322607,0.00126277
2017,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA","Philadelphia, PA",Philadelphia,PA,NJ-514,Trenton/Mercer County CoC,478,6078522,0.007863754
2017,"New York-Newark-Jersey City, NY-NJ-PA MSA","New York, NY",New York,NY,NJ-515,Elizabeth/Union County CoC,480,19322607,0.002484137
2017,"New York-Newark-Jersey City, NY-NJ-PA MSA","New York, NY",New York,NY,NJ-516,"Warren, Sussex, Hunterdon Counties CoC",286,19322607,0.001480132
2017,"Las Vegas-Henderson-Paradise, NV MSA","Las Vegas, NV",Las Vegas,NV,NV-500,Las Vegas/Clark County CoC,6490,2181635,0.29748331
2017,"Buffalo-Cheektowaga, NY MSA","Buffalo, NY",Buffalo,NY,NY-508,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",925,1129882,0.081866956
2017,"New York-Newark-Jersey City, NY-NJ-PA MSA","New York, NY",New York,NY,NY-600,New York City CoC,76501,19322607,0.395914485
2017,"New York-Newark-Jersey City, NY-NJ-PA MSA","New York, NY",New York,NY,NY-603,"Nassau, Suffolk Counties CoC",3937,19322607,0.020375097
2017,"New York-Newark-Jersey City, NY-NJ-PA MSA","New York, NY",New York,NY,NY-604,"Yonkers, Mount Vernon/Westchester County CoC",1832,19322607,0.009481122
2017,"New York-Newark-Jersey City, NY-NJ-PA MSA","New York, NY",New York,NY,NY-606,Rockland County CoC,170,19322607,0.000879798
2017,"Cincinnati, OH-KY-IN MSA","Cincinnati, OH",Cincinnati,OH,OH-500,Cincinnati/Hamilton County CoC,1162,2202558,0.05275684
2017,"Cleveland-Elyria, OH MSA","Cleveland, OH",Cleveland,OH,OH-502,Cleveland/Cuyahoga County CoC,1727,2057238,0.083947506
2017,"Columbus, OH MSA","Columbus, OH",Columbus,OH,OH-503,Columbus/Franklin County CoC,1691,2082581,0.081197322
2017,"Oklahoma City, OK MSA","Oklahoma City, OK",Oklahoma City,OK,OK-502,Oklahoma City CoC,1368,1381492,0.099023375
2017,"Portland-Vancouver-Hillsboro, OR-WA MSA","Portland, OR",Portland,OR,OR-501,"Portland, Gresham/Multnomah County CoC",4177,2454815,0.170155388
2017,"Portland-Vancouver-Hillsboro, OR-WA MSA","Portland, OR",Portland,OR,OR-506,"Hillsboro, Beaverton/Washington County CoC",544,2454815,0.022160529
2017,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA","Philadelphia, PA",Philadelphia,PA,PA-500,Philadelphia CoC,5693,6078522,0.093657636
2017,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA","Philadelphia, PA",Philadelphia,PA,PA-502,"Upper Darby, Chester, Haverford/Delaware County CoC",453,6078522,0.00745247
2017,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA","Philadelphia, PA",Philadelphia,PA,PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",310,6078522,0.005099924
2017,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA","Philadelphia, PA",Philadelphia,PA,PA-505,Chester County CoC,578,6078522,0.00950889
2017,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA","Philadelphia, PA",Philadelphia,PA,PA-506,Reading/Berks County CoC,534,6078522,0.00878503
2017,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA","Philadelphia, PA",Philadelphia,PA,PA-511,"Bristol, Bensalem/Bucks County CoC",511,6078522,0.008406649
2017,"Pittsburgh, PA MSA","Pittsburgh, PA",Pittsburgh,PA,PA-600,"Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC",1145,2329004,0.049162646
2017,"Providence-Warwick, RI-MA MSA","Providence, MA",Providence,MA,RI-500,Rhode Island Statewide CoC,1180,1616614,0.072992069
2017,"Memphis, TN-MS-AR MSA","Memphis, TN",Memphis,TN,TN-501,Memphis/Shelby County CoC,1426,1338582,0.106530642
2017,"Nashville-Davidson--Murfreesboro--Franklin, TN MSA","Nashville, TN",Nashville,TN,TN-504,Nashville-Davidson County CoC,2337,1874515,0.124672249
2017,"San Antonio-New Braunfels, TX MSA","San Antonio, TX",San Antonio,TX,TX-500,San Antonio/Bexar County CoC,2743,2472121,0.110957352
2017,"Austin-Round Rock-Georgetown, TX MSA","Austin, TX",Austin,TX,TX-503,Austin/Travis County CoC,2036,2115475,0.096243161
2017,"Dallas-Fort Worth-Arlington, TX MSA","Dallas, TX",Dallas,TX,TX-600,"Dallas City & County, Irving CoC",3789,7337097,0.051641678
2017,"Dallas-Fort Worth-Arlington, TX MSA","Dallas, TX",Dallas,TX,TX-601,"Fort Worth, Arlington/Tarrant County CoC",1941,7337097,0.026454605
2017,"Houston-The Woodlands-Sugar Land, TX MSA","Houston, TX",Houston,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",3605,6900090,0.052245695
2017,"Salt Lake City, UT MSA","Salt Lake City, UT",Salt Lake City,UT,UT-500,Salt Lake City & County CoC,2047,1204205,0.169987668
2017,"Richmond, VA MSA","Richmond, VA",Richmond,VA,VA-500,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",662,1269566,0.052143803
2017,"Virginia Beach-Norfolk-Newport News, VA-NC MSA","Virginia Beach, VA",Virginia Beach,VA,VA-501,"Norfolk, Chesapeake, Suffolk/Isle of Wight, Southampton Counties CoC",703,1760926,0.039922177
2017,"Virginia Beach-Norfolk-Newport News, VA-NC MSA","Virginia Beach, VA",Virginia Beach,VA,VA-503,Virginia Beach CoC,349,1760926,0.019819118
2017,"Virginia Beach-Norfolk-Newport News, VA-NC MSA","Virginia Beach, VA",Virginia Beach,VA,VA-505,"Newport News, Hampton/Virginia Peninsula CoC",512,1760926,0.029075611
2017,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","Washington, DC",Washington,DC,VA-600,Arlington County CoC,232,6211341,0.003735103
2017,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","Washington, DC",Washington,DC,VA-601,Fairfax County CoC,964,6211341,0.015519998
2017,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","Washington, DC",Washington,DC,VA-602,Loudoun County CoC,113,6211341,0.001819253
2017,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","Washington, DC",Washington,DC,VA-603,Alexandria CoC,211,6211341,0.003397012
2017,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","Washington, DC",Washington,DC,VA-604,Prince William County CoC,400,6211341,0.006439833
2017,"Seattle-Tacoma-Bellevue, WA MSA","Seattle, WA",Seattle,WA,WA-500,Seattle/King County CoC,11643,3885579,0.299646462
2017,"Seattle-Tacoma-Bellevue, WA MSA","Seattle, WA",Seattle,WA,WA-503,"Tacoma, Lakewood/Pierce County CoC",1321,3885579,0.033997507
2017,"Seattle-Tacoma-Bellevue, WA MSA","Seattle, WA",Seattle,WA,WA-504,Everett/Snohomish County CoC,1066,3885579,0.027434779
2017,"Portland-Vancouver-Hillsboro, OR-WA MSA","Portland, OR",Portland,OR,WA-508,Vancouver/Clark County CoC,749,2454815,0.030511464
2017,"Milwaukee-Waukesha, WI MSA","Milwaukee, WI",Milwaukee,WI,WI-501,Milwaukee City & County CoC,900,1574444,0.057163037
2016,"Birmingham-Hoover, AL MSA","Birmingham, AL",Birmingham,AL,AL-500,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1228,1082877,0.113401614
2016,"Phoenix-Mesa-Chandler, AZ MSA","Phoenix, AZ",Phoenix,AZ,AZ-502,"Phoenix, Mesa/Maricopa County CoC",5702,4673336,0.122011343
2016,"San Jose-Sunnyvale-Santa Clara, CA MSA","San Jose, CA",San Jose,CA,CA-500,San Jose/Santa Clara City & County CoC,6524,1987593,0.328236213
2016,"San Francisco-Oakland-Berkeley, CA MSA","San Francisco, CA",San Francisco,CA,CA-501,San Francisco CoC,6996,4688198,0.149225779
2016,"San Francisco-Oakland-Berkeley, CA MSA","San Francisco, CA",San Francisco,CA,CA-502,"Oakland, Berkeley/Alameda County CoC",4145,4688198,0.088413501
2016,"Sacramento-Roseville-Folsom, CA MSA","Sacramento, CA",Sacramento,CA,CA-503,Sacramento City & County CoC,2500,2291533,0.109097272
2016,"San Francisco-Oakland-Berkeley, CA MSA","San Francisco, CA",San Francisco,CA,CA-507,Marin County CoC,1258,4688198,0.026833338
2016,"Fresno, CA MSA","Fresno, CA",Fresno,CA,CA-514,Fresno City & County/Madera County CoC,1883,976830,0.192766397
2016,"San Francisco-Oakland-Berkeley, CA MSA","San Francisco, CA",San Francisco,CA,CA-517,Napa City & County CoC,317,4688198,0.00676166
2016,"Los Angeles-Long Beach-Anaheim, CA MSA","Los Angeles, CA",Los Angeles,CA,CA-600,Los Angeles City & County CoC,43854,13270694,0.330457473
2016,"San Diego-Chula Vista-Carlsbad, CA MSA","San Diego, CA",San Diego,CA,CA-601,San Diego City and County CoC,8669,3306089,0.262213147
2016,"Los Angeles-Long Beach-Anaheim, CA MSA","Los Angeles, CA",Los Angeles,CA,CA-602,"Santa Ana, Anaheim/Orange County CoC",4319,13270694,0.032545397
2016,"Los Angeles-Long Beach-Anaheim, CA MSA","Los Angeles, CA",Los Angeles,CA,CA-606,Long Beach CoC,2250,13270694,0.016954652
2016,"Los Angeles-Long Beach-Anaheim, CA MSA","Los Angeles, CA",Los Angeles,CA,CA-607,Pasadena CoC,530,13270694,0.003993762
2016,"Riverside-San Bernardino-Ontario, CA MSA","Riverside, CA",Riverside,CA,CA-608,Riverside City & County CoC,2165,4512041,0.04798272
2016,"Riverside-San Bernardino-Ontario, CA MSA","Riverside, CA",Riverside,CA,CA-609,San Bernardino City & County CoC,1887,4512041,0.041821428
2016,"Los Angeles-Long Beach-Anaheim, CA MSA","Los Angeles, CA",Los Angeles,CA,CA-611,"Oxnard, San Buenaventura/Ventura County CoC",1271,13270694,0.009577495
2016,"Los Angeles-Long Beach-Anaheim, CA MSA","Los Angeles, CA",Los Angeles,CA,CA-612,Glendale CoC,240,13270694,0.001808496
2016,"Los Angeles-Long Beach-Anaheim, CA MSA","Los Angeles, CA",Los Angeles,CA,CA-613,Imperial County CoC,380,13270694,0.002863452
2016,"Denver-Aurora-Lakewood, CO MSA","Denver, CO",Denver,CO,CO-503,Metropolitan Denver CoC,5728,2856755,0.200507219
2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","Washington, DC",Washington,DC,DC-500,District of Columbia CoC,8350,6149301,0.135787791
2016,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA","Philadelphia, PA",Philadelphia,PA,DE-500,Delaware Statewide CoC,1070,6066661,0.017637379
2016,"Tampa-St Petersburg-Clearwater, FL MSA","Tampa, FL",Tampa,FL,FL-501,Tampa/Hillsborough County CoC,1817,3048963,0.059594032
2016,"Tampa-St Petersburg-Clearwater, FL MSA","Tampa, FL",Tampa,FL,FL-502,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",2777,3048963,0.091080148
2016,"Orlando-Kissimmee-Sanford, FL MSA","Orlanda, FL",Orlanda,FL,FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",1670,2455583,0.06800829
2016,"Jacksonville, FL MSA","Jacksonville, FL",Jacksonville,FL,FL-510,"Jacksonville-Duval, Clay Counties CoC",1959,1476023,0.132721509
2016,"Miami-Fort Lauderdale-Pompano Beach, FL MSA","Miami, FL",Miami,FL,FL-600,Miami-Dade County CoC,4235,6055686,0.069934273
2016,"Miami-Fort Lauderdale-Pompano Beach, FL MSA","Miami, FL",Miami,FL,FL-601,Ft Lauderdale/Broward County CoC,2302,6055686,0.03801386
2016,"Miami-Fort Lauderdale-Pompano Beach, FL MSA","Miami, FL",Miami,FL,FL-605,West Palm Beach/Palm Beach County CoC,1332,6055686,0.021995856
